iter	Passed	Remaining
1659	157180	32193
1660	157294	32102
1661	157413	32013
1662	157537	31924
1663	157641	31831
1664	157755	31740
1665	157866	31649
1666	157991	31560
1667	158122	31472
1668	158226	31379
1669	158362	31293
1670	158517	31210
1671	158672	31127
1672	158808	31040
1673	159033	30970
1674	159164	30882
1675	159336	30802
1676	159477	30716
1677	159598	30626
1678	159735	30538
1679	159899	30457
1680	160038	30370
1681	160195	30286
1682	160513	30233
1683	160673	30150
1684	160828	30065
1685	160959	29977
1686	161065	29883
1687	161223	29799
1688	161372	29713
1689	161509	29625
1690	161637	29536
1691	161779	29449
1692	161923	29362
1693	162057	29273
1694	162165	29180
1695	162308	29093
1696	162421	29000
1697	162545	28909
1698	162656	28816
1699	162771	28724
1700	162887	28632
1701	162990	28537
1702	163154	28453
1703	163324	28370
1704	163475	28284
1705	163605	28194
1706	163725	28102
1707	163890	28018
1708	164024	27929
1709	164152	27838
1710	164301	27751
1711	164416	27658
1712	164542	27567
1713	164691	27480
1714	164955	27412
1715	165136	27330
1716	165336	27251
1717	165487	27163
1718	165621	27073
1719	165775	26986
1720	165884	26892
1721	166032	26804
1722	166173	26715
1723	166296	26622
1724	166440	26533
1725	166628	26452
1726	166765	26361
1727	166913	26273
1728	167060	26184
1729	167177	26091
1730	167311	26000
1731	167430	25907
1732	167570	25817
1733	167695	25724
1734	167839	25635
1735	167948	25540
1736	168105	25452
1737	168298	25370
1738	168487	25287
1739	168722	25211
1740	168878	25123
1741	169018	25032
1742	169188	24946
1743	169374	24862
1744	169606	24784
1745	169767	24697
1746	169948	24611
1747	170072	24518
1748	170240	24431
1749	170473	24353
1750	170651	24267
1751	170837	24182
1752	171027	24097
1753	171199	24010
1754	171350	23920
1755	171440	23822
1756	171539	23724
1757	171633	23626
1758	171719	23527
1759	171812	23428
1760	171900	23330
1761	171972	23228
1762	172044	23127
1763	172121	23027
1764	172206	22928
1765	172293	22829
1766	172371	22729
1767	172456	22629
1768	172532	22529
1769	172616	22430
1770	172756	22338
1771	172834	22238
1772	172912	22138
1773	172988	22038
1774	173148	21948
1775	173349	21863
1776	173421	21763
1777	173500	21663
1778	173576	21562
1779	173654	21462
1780	173740	21363
1781	173812	21263
1782	173884	21162
1783	173962	21062
1784	174054	20964
1785	174139	20865
1786	174222	20766
1787	174300	20666
1788	174375	20566
1789	174459	20467
1790	174533	20367
1791	174630	20269
1792	174746	20174
1793	174837	20076
1794	174917	19976
1795	174993	19876
1796	175063	19776
1797	175144	19676
1798	175220	19577
1799	175297	19477
1800	175373	19377
1801	175453	19278
1802	175533	19179
1803	175596	19078
1804	175677	18978
1805	175766	18880
1806	175843	18781
1807	175930	18682
1808	176011	18583
1809	176094	18485
1810	176170	18385
1811	176250	18286
1812	176329	18187
1813	176418	18089
1814	176495	17989
1815	176574	17890
1816	176657	17792
1817	176737	17693
1818	176808	17593
1819	176874	17493
1820	176951	17393
1821	177034	17295
1822	177112	17196
1823	177180	17096
1824	177267	16998
1825	177345	16899
1826	177425	16800
1827	177504	16701
1828	177583	16602
1829	177655	16503
1830	177732	16404
1831	177813	16306
1832	177886	16206
1833	177957	16107
1834	178030	16008
1835	178098	15908
1836	178175	15809
1837	178246	15710
1838	178321	15611
1839	178401	15513
1840	178495	15415
1841	178579	15317
1842	178651	15218
1843	178729	15120
1844	178809	15021
1845	178884	14923
1846	178962	14824
1847	179041	14726
1848	179113	14627
1849	179200	14529
1850	179270	14430
1851	179346	14332
1852	179422	14233
1853	179509	14136
1854	179592	14038
1855	179666	13939
1856	179737	13840
1857	179817	13742
1858	179890	13644
1859	179969	13546
1860	180046	13447
1861	180130	13350
1862	180213	13252
1863	180292	13154
1864	180366	13056
1865	180446	12958
1866	180539	12861
1867	180633	12764
1868	180721	12666
1869	180813	12569
1870	180969	12477
1871	181059	12380
1872	181141	12282
1873	181233	12185
1874	181318	12087
1875	181401	11990
1876	181473	11891
1877	181547	11793
1878	181630	11696
1879	181707	11598
1880	181782	11500
1881	181861	11402
1882	181935	11304
1883	182012	11206
1884	182091	11109
1885	182172	11011
1886	182247	10913
1887	182325	10815
1888	182398	10717
1889	182476	10620
1890	182556	10522
1891	182633	10425
1892	182709	10327
1893	182781	10229
1894	182859	10132
1895	182948	10035
1896	183036	9938
1897	183130	9841
1898	183263	9747
1899	183371	9651
1900	183458	9554
1901	183540	9456
1902	183623	9359
1903	183693	9261
1904	183775	9164
1905	183864	9067
1906	183965	8971
1907	184044	8874
1908	184177	8779
1909	184283	8683
1910	184368	8586
1911	184459	8489
1912	184548	8392
1913	184629	8295
1914	184715	8198
1915	184808	8102
1916	184900	8005
1917	184970	7908
1918	185040	7810
1919	185126	7713
1920	185208	7616
1921	185280	7519
1922	185363	7422
1923	185442	7325
1924	185529	7228
1925	185610	7131
1926	185689	7034
1927	185774	6937
1928	185847	6840
1929	185930	6743
1930	186016	6646
1931	186111	6550
1932	186216	6454
1933	186326	6358
1934	186440	6262
1935	186553	6167
1936	186661	6071
1937	186760	5974
1938	186854	5878
1939	186957	5782
1940	187087	5686
1941	187214	5591
1942	187316	5495
1943	187399	5398
1944	187485	5301
1945	187590	5205
1946	187776	5111
1947	187966	5017
1948	188100	4922
1949	188210	4825
1950	188308	4729
1951	188416	4633
1952	188528	4537
1953	188640	4440
1954	188731	4344
1955	188819	4247
1956	188901	4150
1957	188989	4053
1958	189087	3957
1959	189182	3860
1960	189346	3765
1961	189431	3668
1962	189523	3572
1963	189603	3475
1964	189703	3378
1965	189798	3282
1966	189900	3185
1967	190018	3089
1968	190105	2993
1969	190199	2896
1970	190288	2799
1971	190375	2703
1972	190466	2606
1973	190555	2509
1974	190641	2413
1975	190731	2316
1976	190817	2219
1977	190903	2123
1978	191000	2026
1979	191081	1930
1980	191174	1833
1981	191261	1736
1982	191336	1640
1983	191428	1543
1984	191509	1447
1985	191620	1350
1986	191820	1254
1987	191973	1158
1988	192099	1062
1989	192224	965
1990	192314	869
1991	192407	772
1992	192538	676
1993	192636	579
1994	192723	483
1995	192806	386
1996	192895	289
1997	192994	193
1998	193087	96
1999	193186	0
