iter	RMSE
1667	71.87338379
1668	71.8639905
1669	71.85699485
1670	71.85130268
1671	71.83763288
1672	71.83568166
1673	71.81966958
1674	71.8167308
1675	71.79241925
1676	71.79036166
1677	71.78738711
1678	71.7527307
1679	71.74427043
1680	71.73524425
1681	71.72778167
1682	71.72605465
1683	71.71557214
1684	71.70144851
1685	71.67888666
1686	71.67713097
1687	71.67486888
1688	71.6572794
1689	71.6184312
1690	71.60384638
1691	71.59662456
1692	71.59256921
1693	71.58888052
1694	71.58542765
1695	71.54167614
1696	71.54025905
1697	71.53235588
1698	71.51912353
1699	71.51205223
1700	71.49718783
1701	71.48987467
1702	71.48711736
1703	71.46856324
1704	71.46369906
1705	71.45723803
1706	71.44651488
1707	71.42426186
1708	71.41988681
1709	71.41631813
1710	71.41333848
1711	71.41206292
1712	71.39711083
1713	71.39446482
1714	71.38319495
1715	71.37408192
1716	71.35629188
1717	71.3470042
1718	71.34455424
1719	71.34323455
1720	71.34093208
1721	71.33885295
1722	71.31253697
1723	71.31011644
1724	71.30080996
1725	71.29595827
1726	71.2908186
1727	71.26624351
1728	71.26354535
1729	71.26183546
1730	71.25950359
1731	71.24060951
1732	71.23956711
1733	71.22346796
1734	71.21805651
1735	71.21735712
1736	71.21303977
1737	71.21075495
1738	71.20003117
1739	71.19604627
1740	71.1951236
1741	71.18726214
1742	71.18545383
1743	71.13976496
1744	71.1347373
1745	71.12287419
1746	71.11107551
1747	71.10904379
1748	71.10572899
1749	71.09921771
1750	71.08481867
1751	71.06966161
1752	71.06579482
1753	71.03457898
1754	71.03394158
1755	71.03115821
1756	71.00736447
1757	70.97761654
1758	70.97547872
1759	70.92789109
1760	70.92224652
1761	70.91785022
1762	70.91197493
1763	70.89721451
1764	70.89394644
1765	70.87829115
1766	70.87110533
1767	70.85975671
1768	70.85619307
1769	70.83548551
1770	70.83355366
1771	70.82389194
1772	70.81422613
1773	70.80608111
1774	70.80133508
1775	70.7981472
1776	70.79025011
1777	70.78086745
1778	70.76766679
1779	70.76594066
1780	70.73001711
1781	70.72909798
1782	70.7175722
1783	70.71284585
1784	70.70212292
1785	70.68801002
1786	70.68138506
1787	70.67565705
1788	70.67299405
1789	70.65837639
1790	70.65304313
1791	70.64632956
1792	70.62843557
1793	70.62444765
1794	70.62030779
1795	70.61544863
1796	70.60831331
1797	70.59838612
1798	70.5843949
1799	70.5778912
1800	70.57106334
1801	70.56740406
1802	70.55673658
1803	70.55522324
1804	70.54085064
1805	70.52722074
1806	70.52005888
1807	70.51371214
1808	70.50585836
1809	70.49787833
1810	70.4915157
1811	70.49009892
1812	70.4881101
1813	70.48340154
1814	70.48103177
1815	70.4653541
1816	70.44000226
1817	70.43619943
1818	70.42973296
1819	70.42598982
1820	70.42341708
1821	70.40234566
1822	70.36457883
1823	70.36031328
1824	70.34114155
1825	70.32669471
1826	70.3181196
1827	70.29415514
1828	70.27620315
1829	70.27017577
1830	70.26373802
1831	70.2549833
1832	70.25330081
1833	70.2480455
1834	70.24291145
1835	70.2401153
1836	70.23784917
1837	70.23306611
1838	70.2208999
1839	70.21325333
1840	70.19115631
1841	70.17604627
1842	70.17224435
1843	70.16696085
1844	70.16473282
1845	70.16228614
1846	70.1575596
1847	70.14490358
1848	70.14286845
1849	70.13866947
1850	70.1351597
1851	70.12309692
1852	70.11959282
1853	70.11411504
1854	70.10951065
1855	70.10213038
1856	70.09599875
1857	70.08709774
1858	70.06512849
1859	70.03418726
1860	70.02782421
1861	70.01343645
1862	70.00344484
1863	70.00114251
1864	69.99843405
1865	69.99336202
1866	69.97885067
1867	69.97220715
1868	69.96858928
1869	69.95248807
1870	69.93249269
1871	69.9302431
1872	69.91213135
1873	69.90595458
1874	69.88389887
1875	69.86300553
1876	69.85799057
1877	69.85373314
1878	69.84676098
1879	69.82599496
1880	69.82054663
1881	69.81294036
1882	69.8108066
1883	69.80495275
1884	69.79636938
1885	69.78004625
1886	69.77412234
1887	69.77332484
1888	69.77138013
1889	69.76028419
1890	69.74800347
1891	69.73687133
1892	69.72973163
1893	69.72738583
1894	69.70256122
1895	69.70083878
1896	69.69582783
1897	69.68974922
1898	69.67993266
1899	69.63737531
1900	69.62848897
1901	69.62422141
1902	69.60973857
1903	69.60642259
1904	69.59420256
1905	69.58559008
1906	69.58235267
1907	69.57640706
1908	69.56920814
1909	69.55920855
1910	69.54722633
1911	69.52587574
1912	69.5188981
1913	69.49202784
1914	69.47133127
1915	69.46525231
1916	69.4553687
1917	69.45473216
1918	69.45374714
1919	69.44630037
1920	69.42839696
1921	69.42422674
1922	69.42297488
1923	69.42049567
1924	69.40625334
1925	69.39174072
1926	69.38357141
1927	69.38115031
1928	69.37978261
1929	69.35310977
1930	69.34684184
1931	69.33776527
1932	69.33209828
1933	69.32559916
1934	69.31818361
1935	69.30704788
1936	69.29117851
1937	69.28730448
1938	69.27987727
1939	69.27709674
1940	69.26782382
1941	69.26051224
1942	69.24359486
1943	69.2349125
1944	69.23159372
1945	69.21868463
1946	69.21757735
1947	69.17569133
1948	69.16118492
1949	69.1591612
1950	69.15212651
1951	69.1310203
1952	69.1194612
1953	69.10775728
1954	69.08469773
1955	69.0744571
1956	69.06855124
1957	69.0619045
1958	69.04968711
1959	69.04562483
1960	69.03250602
1961	69.02671733
1962	69.01679093
1963	69.00548408
1964	69.00444375
1965	69.00137855
1966	68.99302514
1967	68.9427167
1968	68.93413303
1969	68.92154972
1970	68.90969837
1971	68.90463461
1972	68.8904315
1973	68.88615645
1974	68.88339386
1975	68.87957354
1976	68.86438711
1977	68.8611686
1978	68.85437201
1979	68.85018624
1980	68.83830786
1981	68.83688489
1982	68.83656542
1983	68.8278085
1984	68.80601331
1985	68.78982534
1986	68.7306295
1987	68.70588577
1988	68.70390352
1989	68.68216362
1990	68.6757634
1991	68.67360563
1992	68.65777448
1993	68.64392078
1994	68.63883263
1995	68.62587506
1996	68.59643244
1997	68.59219615
1998	68.58953064
1999	68.58591766
