iter	RMSE
174	98.29326265
175	98.26836101
176	98.23973289
177	98.11798133
178	98.09100816
179	98.06974
180	98.05727214
181	98.04550894
182	98.03289072
183	97.95725682
184	97.94383579
185	97.91419487
186	97.83655275
187	97.81887772
188	97.78495068
189	97.7682067
190	97.74680693
191	97.57432185
192	97.54288525
193	97.42043867
194	97.39554271
195	97.36774833
196	97.35276455
197	97.26662334
198	97.24971148
199	97.14690533
200	97.07004503
201	97.03904544
202	97.02194947
203	97.00563024
204	96.97913984
205	96.96568551
206	96.94632342
207	96.88745871
208	96.86791522
209	96.63295944
210	96.55170819
211	96.49046243
212	96.46658583
213	96.45257865
214	96.44285595
215	96.42862185
216	96.32019963
217	96.15294276
218	95.98378097
219	95.96890206
220	95.96098075
221	95.9437198
222	95.93085179
223	95.84544462
224	95.74244781
225	95.72209299
226	95.59225494
227	95.57691974
228	95.57189204
229	95.55837574
230	95.4328209
231	95.28379105
232	95.1647709
233	95.14738733
234	94.99708177
235	94.98389934
236	94.97069313
237	94.94877638
238	94.92694343
239	94.91521317
240	94.84806834
241	94.8325757
242	94.82368432
243	94.73509171
244	94.70641036
245	94.6926916
246	94.66068041
247	94.64993887
248	94.62659619
249	94.41502975
250	94.39478041
251	94.29842824
252	94.11022637
253	94.06198292
254	93.88176508
255	93.86662914
256	93.80625092
257	93.79395677
258	93.76908764
259	93.7589462
260	93.67297514
261	93.60790343
262	93.57487747
263	93.55746892
264	93.54828019
265	93.54185657
266	93.5297137
267	93.51393968
268	93.5036443
269	93.4019198
270	93.3580961
271	93.34708113
272	93.32958073
273	93.31069626
274	93.29994852
275	93.2908651
276	93.17162458
277	93.16645685
278	93.01549707
279	92.99866962
280	92.98850956
281	92.97667485
282	92.96567448
283	92.94979837
284	92.88534793
285	92.86173215
286	92.8412738
287	92.7476785
288	92.73322092
289	92.7253992
290	92.69772039
291	92.68175029
292	92.59303366
293	92.58444427
294	92.56325201
295	92.54167021
296	92.51588466
297	92.49569359
298	92.48477869
299	92.47222405
300	92.39303331
301	92.34540788
302	92.32771156
303	92.31390913
304	92.25167137
305	92.23460386
306	92.21442374
307	92.10850438
308	92.09328236
309	92.08172021
310	92.07342477
311	92.06806508
312	92.06149247
313	92.02033574
314	92.01650314
315	92.00893772
316	91.98852303
317	91.94185181
318	91.88935438
319	91.81778079
320	91.8105969
321	91.80211372
322	91.77727667
323	91.76849156
324	91.76415346
325	91.74050763
326	91.73316855
327	91.72173554
328	91.70321655
329	91.69288733
330	91.67523659
331	91.65968033
332	91.58732331
333	91.57506777
334	91.56566358
335	91.53589249
336	91.52058876
337	91.4679445
338	91.41025032
339	91.40704654
340	91.34204966
341	91.33877219
342	91.33499805
343	91.32258271
344	91.31647256
345	91.30727228
346	91.29440878
347	91.25977461
348	91.24762577
349	91.24173022
350	91.21770882
351	91.1905676
352	91.13620362
353	91.13045166
354	91.08248351
355	91.07187154
356	90.9648852
357	90.96273165
358	90.94851969
359	90.94306242
360	90.90850859
361	90.88079005
362	90.86797206
363	90.81092633
364	90.67845039
365	90.66604488
366	90.64925084
367	90.63508873
368	90.56903009
369	90.54000772
370	90.51445061
371	90.50452965
372	90.50090723
373	90.48741158
374	90.45007547
375	90.42825594
376	90.39680121
377	90.39198338
378	90.3787471
379	90.37565248
380	90.35972445
381	90.35145553
382	90.35009657
383	90.33485213
384	90.31893108
385	90.30934471
386	90.30359127
387	90.28497178
388	90.20816211
389	90.18406497
390	90.18064116
391	90.17645224
392	90.16579244
393	90.10443851
394	90.10044353
395	90.09232207
396	90.03801058
397	90.01221231
398	90.00417048
399	90.00204629
400	89.98580941
401	89.97526887
402	89.97002946
403	89.95514085
404	89.94006283
405	89.9128958
406	89.90719645
407	89.86542626
408	89.85334078
409	89.83741836
410	89.77624751
411	89.77065497
412	89.75567515
413	89.66943637
414	89.66259825
415	89.65777959
416	89.6257169
417	89.61069311
418	89.59945535
419	89.59160977
420	89.58111285
421	89.57845506
422	89.56514208
423	89.55936104
424	89.51507176
425	89.50159483
426	89.49039819
427	89.4814145
428	89.46028511
429	89.45528914
430	89.41706263
431	89.41244959
432	89.40792932
433	89.29776843
434	89.28668519
435	89.26585073
436	89.25060126
437	89.24238686
438	89.15302177
439	89.14469289
440	89.13389374
441	89.12444598
442	89.09750118
443	89.08578681
444	89.07881311
445	89.07168971
446	89.06662801
447	89.05919843
448	89.05771437
449	89.05317484
450	89.02890281
451	89.00740051
452	89.00059225
453	88.98314324
454	88.9760078
455	88.96452463
456	88.92476182
457	88.88427242
458	88.84538991
459	88.82730127
460	88.81803671
461	88.80070147
462	88.78932441
463	88.69190912
464	88.67524552
465	88.65841012
466	88.65084039
467	88.62653394
468	88.62384108
469	88.62068813
470	88.61471482
471	88.6077793
472	88.59465613
473	88.591253
474	88.57669259
475	88.56574937
476	88.54908227
477	88.53173515
478	88.5250336
479	88.52234227
480	88.50009733
481	88.46499797
482	88.43095688
483	88.42468392
484	88.41362851
485	88.40898855
486	88.40166176
487	88.38305752
488	88.37224354
489	88.36805587
490	88.30787624
491	88.29986502
492	88.29607286
493	88.29256814
494	88.28853526
495	88.28463127
496	88.27105528
497	88.26626396
498	88.23407757
499	88.22505928
500	88.22265535
501	88.19980389
502	88.19138541
503	88.16725855
504	88.16316802
505	88.11451231
506	88.10206315
507	88.10036866
508	88.08114118
509	88.07719439
510	88.05976367
511	88.05732937
512	88.04098226
513	88.03171676
514	87.9686909
515	87.94783972
516	87.93932661
517	87.92555287
518	87.86708203
519	87.79777118
520	87.7910578
521	87.78671902
522	87.77389664
523	87.71634422
524	87.70785768
525	87.69249982
526	87.66815851
527	87.65421331
528	87.64786998
529	87.64024106
530	87.63494708
531	87.63140404
532	87.62494269
533	87.61704499
534	87.60741193
535	87.59976169
536	87.56427168
537	87.51589138
538	87.504482
539	87.47783318
540	87.47074202
541	87.46257759
542	87.44848599
543	87.43944231
544	87.43543702
545	87.42969919
546	87.4276003
547	87.41044133
548	87.40210312
549	87.40008079
550	87.22456931
551	87.21984386
552	87.20853129
553	87.13203965
554	87.12290993
555	87.11113003
556	87.07216887
557	87.06386117
558	87.04815583
559	87.03912909
560	87.02578006
561	87.01000286
562	86.98673236
563	86.96587811
564	86.96322567
565	86.9421003
566	86.92371685
567	86.90603249
568	86.89853583
569	86.82857054
570	86.80639694
571	86.79863657
572	86.79370681
573	86.78499251
574	86.73793874
575	86.69477072
576	86.67990128
577	86.67445791
578	86.67322628
579	86.6603281
580	86.64297266
581	86.63542908
582	86.62861556
583	86.59539926
584	86.59065027
585	86.58881436
586	86.57462612
587	86.52971671
588	86.51726302
589	86.3751907
590	86.36932793
591	86.36343147
592	86.35899219
593	86.34630622
594	86.3389287
595	86.32186735
596	86.31708118
597	86.28651702
598	86.2794895
599	86.26675406
600	86.25138846
601	86.20251786
602	86.16660388
603	86.12941733
604	86.04332482
605	86.02959658
606	85.99246837
607	85.97726667
608	85.96240956
609	85.8892313
610	85.88108633
611	85.8585871
612	85.85340658
613	85.83778685
614	85.81926304
615	85.77624086
616	85.73660682
617	85.674189
618	85.66504983
619	85.66298347
620	85.65862376
621	85.61919702
622	85.60354537
623	85.59189721
624	85.58954962
625	85.57956014
626	85.57601499
627	85.56725551
628	85.53633435
629	85.52808689
630	85.52463656
631	85.48479407
632	85.47310744
633	85.44936349
634	85.44087589
635	85.4311028
636	85.42247451
637	85.41471622
638	85.40305411
639	85.39063995
640	85.38197613
641	85.36967077
642	85.3577897
643	85.33927977
644	85.33613166
645	85.31513134
646	85.28306883
647	85.27811046
648	85.25671223
649	85.24935766
650	85.21543423
651	85.20227005
652	85.19835715
653	85.189387
654	85.18286291
655	85.14105444
656	85.12426623
657	85.11515152
658	85.10737368
659	85.09165184
660	85.07690629
661	85.04958654
662	85.0057074
663	85.00461194
664	84.97304391
665	84.96235523
666	84.95308873
667	84.93503459
668	84.89031846
669	84.88125312
670	84.87357068
671	84.86581666
672	84.85696257
673	84.84749316
674	84.83716801
675	84.79905933
676	84.7862933
677	84.78235774
678	84.77719143
679	84.76759385
680	84.76430794
681	84.74536467
682	84.73031308
683	84.70514989
684	84.6942802
685	84.68219283
686	84.67520443
687	84.66067128
688	84.65643735
689	84.65442986
690	84.61256163
691	84.60876984
692	84.5957564
693	84.58983775
694	84.51379821
695	84.50555414
696	84.47243458
697	84.46907513
698	84.35662029
699	84.35071674
700	84.32611229
701	84.32319329
702	84.31689422
703	84.30692611
704	84.29351608
705	84.27363392
706	84.2679537
707	84.26518442
708	84.25891733
709	84.16816615
710	84.13716315
711	84.12851092
712	84.11053259
713	84.10874093
714	84.07852293
715	84.06355986
716	84.03485063
717	84.0158557
718	84.00507172
719	83.99735206
720	83.99080094
721	83.96882514
722	83.94894469
723	83.94625697
724	83.92561656
725	83.91700346
726	83.89376949
727	83.87912872
728	83.87500493
729	83.86253137
730	83.85397223
731	83.8525515
732	83.83700236
733	83.82833594
734	83.8235992
735	83.82169194
736	83.80486236
737	83.79176918
738	83.76928935
739	83.7345211
740	83.70876769
741	83.69926368
742	83.68377338
743	83.66154639
744	83.64877879
745	83.64210676
746	83.63473667
747	83.63224369
748	83.58681335
749	83.57680918
750	83.56679107
751	83.55991717
752	83.54440878
753	83.54221294
754	83.54180947
755	83.51230802
756	83.39819699
757	83.3826709
758	83.3794377
759	83.34075218
760	83.33111039
761	83.32781218
762	83.30598427
763	83.30056036
764	83.29637652
765	83.28221846
766	83.26044668
767	83.25546636
768	83.23405098
769	83.21839682
770	83.21540396
771	83.20678948
772	83.19108006
773	83.17848634
774	83.16932656
775	83.12964632
776	83.12586365
777	83.11565561
778	83.10463483
779	83.09077032
780	83.04543932
781	83.04189116
782	83.04026855
783	82.9020975
784	82.8960866
785	82.88726531
786	82.88500284
787	82.87347047
788	82.85013539
789	82.83572096
790	82.80246079
791	82.77548054
792	82.71372443
793	82.71148615
794	82.69111638
795	82.65644453
796	82.64371614
797	82.64017206
798	82.63015637
799	82.62015455
800	82.6152871
801	82.61306507
802	82.60493144
803	82.60182096
804	82.5237582
805	82.51811898
806	82.50217299
807	82.49127539
808	82.48396553
809	82.45540914
810	82.44336161
811	82.44032842
812	82.41260776
813	82.40441058
814	82.39091762
815	82.36855827
816	82.36616411
817	82.31765459
818	82.30994686
819	82.30606729
820	82.3007663
821	82.29826218
822	82.28128947
823	82.24433486
824	82.20705461
825	82.20093235
826	82.17688717
827	82.17189475
828	82.16739701
829	82.14395678
830	82.11005628
831	82.09397708
832	82.08338318
833	82.07726303
834	82.07344291
835	82.02119832
836	82.01763471
837	82.00967264
838	81.99707829
839	81.99335006
840	81.98581613
841	81.91897182
842	81.90704449
843	81.87625007
844	81.86703185
845	81.84081017
846	81.83215044
847	81.80355619
848	81.78551333
849	81.780048
850	81.75430073
851	81.72068037
852	81.71479819
853	81.70170703
854	81.69163202
855	81.66757429
856	81.6634661
857	81.6534197
858	81.6478147
859	81.62545993
860	81.62103045
861	81.61085362
862	81.59777899
863	81.57905677
864	81.56202058
865	81.53876692
866	81.52275437
867	81.50795831
868	81.50621423
869	81.49645064
870	81.49102169
871	81.48178803
872	81.47630383
873	81.46697031
874	81.44612533
875	81.44411499
876	81.43942228
877	81.40231315
878	81.39900329
879	81.39134153
880	81.38050122
881	81.37894134
882	81.37376371
883	81.36721156
884	81.34504455
885	81.32781907
886	81.32203775
887	81.31917015
888	81.31703854
889	81.31330385
890	81.31095544
891	81.30436381
892	81.28146402
893	81.25294352
894	81.24962275
895	81.24722453
896	81.24419581
897	81.22156106
898	81.21934345
899	81.20254757
900	81.1816518
901	81.17855337
902	81.16054261
903	81.14689322
904	81.13735579
905	81.12085149
906	81.11265327
907	81.10893205
908	81.10075151
909	81.09270716
910	81.05347668
911	81.02149179
912	81.01489568
913	81.01043094
914	80.99554695
915	80.98477654
916	80.97438165
917	80.96481328
918	80.95309838
919	80.91555001
920	80.88425932
921	80.87728317
922	80.8664686
923	80.85128557
924	80.83622621
925	80.81851457
926	80.79852413
927	80.78505583
928	80.78202556
929	80.77459579
930	80.75921756
931	80.74845158
932	80.74087781
933	80.73042934
934	80.71560051
935	80.71037787
936	80.69019762
937	80.68491857
938	80.67972937
939	80.67309288
940	80.66077916
941	80.65767011
942	80.65248091
943	80.61923373
944	80.60665513
945	80.60115223
946	80.59480025
947	80.58910297
948	80.58768654
949	80.56058753
950	80.55774614
951	80.53746819
952	80.52088979
953	80.51041313
954	80.50045469
955	80.49562478
956	80.48976319
957	80.45028795
958	80.44619523
959	80.41876735
960	80.4089654
961	80.33625572
962	80.31221663
963	80.27478771
964	80.27223065
965	80.25064473
966	80.2384661
967	80.2298515
968	80.22445093
969	80.21607639
970	80.19993762
971	80.19265713
972	80.18607153
973	80.18307793
974	80.17813424
975	80.17386174
976	80.16377219
977	80.15797909
978	80.13440514
979	80.10879706
980	80.10502893
981	80.0911302
982	80.06883747
983	79.99737503
984	79.99076892
985	79.98313229
986	79.97137535
987	79.96681795
988	79.93290184
989	79.9286012
990	79.92545369
991	79.91468212
992	79.90303102
993	79.89715114
994	79.88274865
995	79.85708896
996	79.84602972
997	79.81692774
998	79.79447658
999	79.77988502
1000	79.74664345
1001	79.74156259
1002	79.73474746
1003	79.72923921
1004	79.72673339
1005	79.72567699
1006	79.72482591
1007	79.7191155
1008	79.70230916
1009	79.65342254
1010	79.63595363
1011	79.62275961
1012	79.59612524
1013	79.594746
1014	79.59061075
1015	79.5652234
1016	79.56187575
1017	79.55219988
1018	79.5481882
1019	79.5402372
1020	79.53735729
1021	79.51325454
1022	79.49674814
1023	79.49066091
1024	79.48635986
1025	79.47431678
1026	79.4655448
1027	79.46251917
1028	79.43009947
1029	79.42419726
1030	79.41911212
1031	79.41163941
1032	79.39994418
1033	79.38534134
1034	79.3758887
1035	79.35864822
1036	79.32606003
1037	79.2682743
1038	79.25977987
1039	79.22236157
1040	79.21243532
1041	79.20761682
1042	79.19371458
1043	79.16730819
1044	79.15918443
1045	79.14142331
1046	79.12854447
1047	79.11098359
1048	79.10844636
1049	79.09493794
1050	79.0884319
1051	79.07628148
1052	79.07415085
1053	79.06925322
1054	79.05389981
1055	79.05095913
1056	79.03962908
1057	79.03572119
1058	79.01939015
1059	79.01004235
1060	78.98955046
1061	78.98364744
1062	78.97823236
1063	78.97419102
1064	78.95788426
1065	78.94506614
1066	78.92652568
1067	78.92376282
1068	78.91852671
1069	78.87714447
1070	78.87195496
1071	78.85808317
1072	78.8394879
1073	78.83796507
1074	78.83569874
1075	78.82423649
1076	78.82045394
1077	78.75791791
1078	78.75265511
1079	78.74918765
1080	78.73711944
1081	78.69783774
1082	78.68851112
1083	78.68513541
1084	78.67201909
1085	78.65583952
1086	78.63717253
1087	78.62858804
1088	78.62516187
1089	78.6070935
1090	78.60370788
1091	78.58565629
1092	78.58379053
1093	78.57245884
1094	78.511802
1095	78.50129048
1096	78.49670741
1097	78.48821833
1098	78.48092557
1099	78.46082938
1100	78.43795432
1101	78.43580102
1102	78.40032087
1103	78.38556067
1104	78.35656581
1105	78.35092907
1106	78.3347189
1107	78.32675322
1108	78.31865834
1109	78.31022343
1110	78.30065321
1111	78.29056953
1112	78.27486393
1113	78.26954579
1114	78.26677255
1115	78.25863374
1116	78.15067918
1117	78.13833193
1118	78.11876188
1119	78.11118283
1120	78.10269517
1121	78.09147587
1122	78.08854003
1123	78.08699743
1124	78.06322186
1125	78.060604
1126	78.04216037
1127	78.02775517
1128	78.01463598
1129	77.99214617
1130	77.98058296
1131	77.95516836
1132	77.94390941
1133	77.91883477
1134	77.91214708
1135	77.90444836
1136	77.88474368
1137	77.87741664
1138	77.86999406
1139	77.86442966
1140	77.85848315
1141	77.85656409
1142	77.853005
1143	77.85028246
1144	77.84390643
1145	77.83086367
1146	77.82368984
1147	77.812872
1148	77.78856536
1149	77.73764255
1150	77.73329667
1151	77.70848026
1152	77.69721467
1153	77.69184109
1154	77.6787092
1155	77.65855447
1156	77.65462571
1157	77.65269585
1158	77.64490999
1159	77.60593446
1160	77.596796
1161	77.57409095
1162	77.57040728
1163	77.5415025
1164	77.52816053
1165	77.51523548
1166	77.47513542
1167	77.46242889
1168	77.45723362
1169	77.44702451
1170	77.43925316
1171	77.4353542
1172	77.41386151
1173	77.38446839
1174	77.38001965
1175	77.37779354
1176	77.36766132
1177	77.35752145
1178	77.34416645
1179	77.33424975
1180	77.32544942
1181	77.31138278
1182	77.30858315
1183	77.30394245
1184	77.30154974
1185	77.28819134
1186	77.2863284
1187	77.27955453
1188	77.25807899
1189	77.21511266
1190	77.19247392
1191	77.18451019
1192	77.17791034
1193	77.16715784
1194	77.15943922
1195	77.14811451
1196	77.13498134
1197	77.1097516
1198	77.10670828
1199	77.09030208
1200	77.08935174
1201	77.08583047
1202	77.0777581
1203	77.07419264
1204	77.0635047
1205	77.06184491
1206	77.05904426
1207	77.05660672
1208	77.04584392
1209	77.03108024
1210	77.02708534
1211	77.02326041
1212	77.00596362
1213	76.9789996
1214	76.93508417
1215	76.93132467
1216	76.92734193
1217	76.92212484
1218	76.9182847
1219	76.91578902
1220	76.91189964
1221	76.90985472
1222	76.87643045
1223	76.83428412
1224	76.82560329
1225	76.81110233
1226	76.8041247
1227	76.8017554
1228	76.78129137
1229	76.77653201
1230	76.71868778
1231	76.71777912
1232	76.70488739
1233	76.6987539
1234	76.65087044
1235	76.62553077
1236	76.61430143
1237	76.59608818
1238	76.58197653
1239	76.57927753
1240	76.57527044
1241	76.51932957
1242	76.49503267
1243	76.47979045
1244	76.46797199
1245	76.45250645
1246	76.42005904
1247	76.41247197
1248	76.4109274
1249	76.40904791
1250	76.40221434
1251	76.39312343
1252	76.38526649
1253	76.37149843
1254	76.36507084
1255	76.35795921
1256	76.34279043
1257	76.32785458
1258	76.31196952
1259	76.30578476
1260	76.28108739
1261	76.23914633
1262	76.23577381
1263	76.20274702
1264	76.20129894
1265	76.19239103
1266	76.18447982
1267	76.18142425
1268	76.1666206
1269	76.1597872
1270	76.15161163
1271	76.14594114
1272	76.13610862
1273	76.09974596
1274	76.06287554
1275	76.05680878
1276	76.04759814
1277	76.02117847
1278	76.01867316
1279	76.00715729
1280	75.99835461
1281	75.97110858
1282	75.95020083
1283	75.94433346
1284	75.93416483
1285	75.90900022
1286	75.87575353
1287	75.87314379
1288	75.85097191
1289	75.84726405
1290	75.84235059
1291	75.83994498
1292	75.80160492
1293	75.79838434
1294	75.78257963
1295	75.77870167
1296	75.77267569
1297	75.76781517
1298	75.75384763
1299	75.74584846
1300	75.73209374
1301	75.72989702
1302	75.72126373
1303	75.71542647
1304	75.62875318
1305	75.62472603
1306	75.60422164
1307	75.56637075
1308	75.55751384
1309	75.55544588
1310	75.53509506
1311	75.53375802
1312	75.5269187
1313	75.52007674
1314	75.51230415
1315	75.50563806
1316	75.49741029
1317	75.49342695
1318	75.49001183
1319	75.48881153
1320	75.47657398
1321	75.46158557
1322	75.45306098
1323	75.44715147
1324	75.43226209
1325	75.42278104
1326	75.39688544
1327	75.39179714
1328	75.36890248
1329	75.36058934
1330	75.35601751
1331	75.35043809
1332	75.34540155
1333	75.32263727
1334	75.30620218
1335	75.28052822
1336	75.25088379
1337	75.24458839
1338	75.24044634
1339	75.23992366
1340	75.22354319
1341	75.21722922
1342	75.17887059
1343	75.17473164
1344	75.14868391
1345	75.13633282
1346	75.1097942
1347	75.09969314
1348	75.09498619
1349	75.09111332
1350	75.08647943
1351	75.06737077
1352	75.0633743
1353	75.05992239
1354	75.05729358
1355	75.04015702
1356	75.02205006
1357	75.01178829
1358	75.00726871
1359	74.98446664
1360	74.97925497
1361	74.97461953
1362	74.9651641
1363	74.96079879
1364	74.9600908
1365	74.95815772
1366	74.95681919
1367	74.95053647
1368	74.93199301
1369	74.92494261
1370	74.92360884
1371	74.9160444
1372	74.91244561
1373	74.90688415
1374	74.9021998
1375	74.88339034
1376	74.86832846
1377	74.85880979
1378	74.85792914
1379	74.85527858
1380	74.84260167
1381	74.83595108
1382	74.82996927
1383	74.82663057
1384	74.82189895
1385	74.81489894
1386	74.804063
1387	74.79507932
1388	74.78206376
1389	74.77425469
1390	74.71846225
1391	74.71030443
1392	74.70554993
1393	74.69746231
1394	74.69187437
1395	74.69011475
1396	74.68364518
1397	74.68094666
1398	74.67680823
1399	74.67180793
1400	74.66863428
1401	74.6642854
1402	74.64575817
1403	74.64366295
1404	74.64200432
1405	74.64105352
1406	74.63716754
1407	74.61545724
1408	74.60914079
1409	74.58855424
1410	74.58506296
1411	74.57709861
1412	74.5704474
1413	74.5684444
1414	74.56304639
1415	74.55940776
1416	74.55001265
1417	74.53116215
1418	74.52223672
1419	74.51953611
1420	74.48702842
1421	74.48035907
1422	74.4786304
1423	74.47623579
1424	74.47160906
1425	74.47057781
1426	74.42744229
1427	74.42059428
1428	74.4084612
1429	74.39791807
1430	74.3936482
1431	74.39273281
1432	74.36501914
1433	74.34980845
1434	74.32250504
1435	74.31460314
1436	74.30822736
1437	74.30789063
1438	74.30127004
1439	74.2962626
1440	74.27217188
1441	74.26989202
1442	74.26670856
1443	74.2448035
1444	74.21524317
1445	74.20908782
1446	74.20554375
1447	74.20364879
1448	74.19132222
1449	74.17460318
1450	74.16319651
1451	74.14677133
1452	74.1460065
1453	74.14534704
1454	74.13745393
1455	74.1361105
1456	74.11037436
1457	74.10320632
1458	74.09399091
1459	74.06258362
1460	74.04320707
1461	74.03787558
1462	74.03396803
1463	74.02025581
1464	74.00887837
1465	73.99965625
1466	73.99253351
1467	73.99140597
1468	73.98819477
1469	73.97515222
1470	73.92588265
1471	73.91191842
1472	73.88724879
1473	73.88317414
1474	73.88000923
1475	73.8687067
1476	73.86087833
1477	73.85519579
1478	73.8539189
1479	73.84795903
1480	73.83420771
1481	73.82193282
1482	73.81768613
1483	73.8040279
1484	73.79390346
1485	73.79192466
1486	73.77794907
1487	73.7676386
1488	73.76640335
1489	73.76240295
1490	73.75285947
1491	73.74877228
1492	73.74178418
1493	73.73738346
1494	73.73031332
1495	73.72648436
1496	73.71914709
1497	73.69120836
1498	73.6762901
1499	73.66222563
1500	73.65870909
1501	73.65073503
1502	73.64858718
1503	73.6436065
1504	73.61120957
1505	73.60579116
1506	73.57824173
1507	73.57058663
1508	73.55498883
1509	73.54419296
1510	73.53619732
1511	73.53124678
1512	73.52407767
1513	73.50610123
1514	73.47630475
1515	73.44045252
1516	73.4352616
1517	73.43347643
1518	73.4299661
1519	73.42753534
1520	73.42177166
1521	73.41222434
1522	73.40357236
1523	73.39723496
1524	73.39339958
1525	73.39119203
1526	73.38891493
1527	73.38548211
1528	73.36387116
1529	73.35422869
1530	73.35271677
1531	73.28451561
1532	73.25688477
1533	73.23955651
1534	73.22783134
1535	73.22392648
1536	73.22292228
1537	73.20310885
1538	73.18699701
1539	73.15256633
1540	73.14911072
1541	73.14390282
1542	73.12800476
1543	73.09734419
1544	73.09103419
1545	73.0859382
1546	73.07638946
1547	73.07071358
1548	73.06755525
1549	73.06560396
1550	73.05024693
1551	73.04602177
1552	73.03502034
1553	73.02443262
1554	73.01357368
1555	73.00851574
1556	73.0004963
1557	72.98584642
1558	72.98014561
1559	72.97659211
1560	72.96229389
1561	72.95142307
1562	72.91267316
1563	72.91014707
1564	72.89139498
1565	72.87357029
1566	72.86830983
1567	72.85613841
1568	72.8446796
1569	72.8041064
1570	72.79782329
1571	72.79571815
1572	72.77189709
1573	72.76593325
1574	72.76444045
1575	72.75428974
1576	72.73971927
1577	72.73772305
1578	72.72705756
1579	72.72575669
1580	72.71362547
1581	72.71009141
1582	72.70744278
1583	72.69813707
1584	72.67855045
1585	72.66433769
1586	72.64840305
1587	72.64227233
1588	72.63166499
1589	72.61780589
1590	72.61408422
1591	72.60670346
1592	72.60568008
1593	72.57973801
1594	72.56583932
1595	72.56421702
1596	72.56365336
1597	72.55549868
1598	72.53570414
1599	72.53448399
1600	72.52942356
1601	72.52664894
1602	72.52166193
1603	72.51292548
1604	72.51233982
1605	72.50285131
1606	72.49588235
1607	72.49468462
1608	72.48618599
1609	72.4791902
1610	72.47313747
1611	72.46462247
1612	72.45695998
1613	72.45106231
1614	72.44886093
1615	72.42816076
1616	72.42218468
1617	72.41758714
1618	72.40378421
1619	72.39656529
1620	72.39008291
1621	72.38564651
1622	72.36488303
1623	72.34594876
1624	72.32806624
1625	72.3255853
1626	72.31882336
1627	72.30021203
1628	72.29468922
1629	72.27614743
1630	72.27309707
1631	72.25634147
1632	72.25161233
1633	72.24409757
1634	72.20868571
1635	72.20178788
1636	72.20103162
1637	72.19438573
1638	72.19062461
1639	72.17423013
1640	72.16427405
1641	72.16088983
1642	72.15668946
1643	72.13433585
1644	72.13220205
1645	72.13083
1646	72.12243596
1647	72.11279879
1648	72.09975425
1649	72.09516155
1650	72.05819926
1651	72.04468254
1652	72.04208448
1653	72.02768174
1654	72.0124381
1655	72.00335924
1656	72.00111078
1657	71.98775581
1658	71.98510337
1659	71.98077679
1660	71.96112142
1661	71.94315317
1662	71.92647334
1663	71.91795736
1664	71.90817356
1665	71.89851147
1666	71.87759923
